row_id,content_id,title,content_type,genre,original_language,release_date,report_month,country,region,available_globally,subscription_tier,primary_device,runtime_minutes,season_count,episode_count,views,hours_viewed,completion_rate,user_rating,estimated_revenue_usd,title_age_months
7587,SW0036,Midnight Summer,Movie,Drama,French,2024-06-23,2026-04-01,France,Europe,False,Standard,Tablet,79,0,1,2901,3147,0.824,7.4,31.93,22
7588,SW0103,Wild Crown 103,Series,Drama,Hindi,2022-11-28,2025-06-01,Mexico,Latin America,True,Ad-Supported,Smart Tv,31,4,10,32387,157370,0.94,7.2,605.75,31
7589,SW0094,Northern Promise 94,Series,Drama,English,2022-04-07,2025-03-01,Canada,North America,False,Standard,Smart Tv,55,2,11,17644,161840,0.91,6.6,214.57,35
7590,SW0104,Hidden Fire 104,Movie,Documentary,Hindi,2023-12-13,2026-04-01,India,Asia,False,Ad-Supported,Web,90,0,1,17819,17231,0.645,7.5,303.44,28
7591,SW0090,Silent Promise,Series,Crime,English,2024-09-10,2025-04-01,Spain,Europe,False,Standard,Mobile,51,4,7,23725,127754,0.905,6.4,281.33,7
7592,SW0127,Midnight Echo 127,Movie,Action,Japanese,2023-09-10,2025-03-01,Spain,Europe,True,Standard,Mobile,146,0,1,10115,21012,0.854,7.8,122.58,18
7593,SW0173,Northern Witness 173,Series,Animation,English,2022-09-17,2025-03-01,France,Europe,False,Premium,Smart Tv,51,2,6,16190,61683,0.747,6.4,277.27,30
7594,SW0009,Electric Summer,Movie,Romance,English,2025-05-22,2026-04-01,United States,North America,True,Premium,Game Console,106,0,1,184524,195753,0.6,7.6,2873.96,11
7595,SW0063,Electric Promise 63,Movie,Thriller,Spanish,2025-01-29,2026-01-01,India,Asia,True,Standard,Tablet,85,0,1,28256,32638,0.815,7.0,308.03,12
7596,SW0089,Hidden Road 89,Movie,Comedy,English,2022-06-18,2025-04-01,Canada,North America,True,Premium,Mobile,131,0,1,37968,53914,0.65,8.9,625.35,34
7597,SW0089,Hidden Road 89,Movie,Comedy,English,2022-06-18,2025-06-01,South Korea,Asia,True,Ad-Supported,Smart Tv,131,0,1,68857,126174,0.839,7.7,1292.86,36
7598,SW0139,Second Signal 139,Series,Crime,Portuguese,2024-09-14,2026-06-01,United States,North America,True,Premium,Smart Tv,29,2,10,157810,395296,0.518,8.6,2358.41,21
7599,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2025-12-01,South Africa,Africa,True,Standard,Tablet,93,0,1,27162,24706,0.587,8.1,294.73,46
7601,SW0163,Midnight Fire 163,Series,Animation,English,2025-10-14,2025-11-01,Germany,Europe,False,Standard,Smart Tv,55,4,9,79300,466948,0.714,7.0,869.26,1
7602,SW0090,Silent Promise,Series,Crime,English,2024-09-10,2025-05-01,Canada,North America,False,Premium,Web,51,4,7,14628,68692,0.789,7.1,216.35,8
7603,SW0112,Silent Code,Movie,Thriller,English,2022-12-24,2025-11-01,Canada,North America,False,Ad-Supported,Game Console,123,0,1,12532,16324,0.635,7.0,205.33,35
7604,SW0006,Golden Crown,Series,Crime,Korean,2022-09-02,2025-12-01,Spain,Europe,True,Standard,Game Console,50,4,7,123367,556921,0.774,6.4,1351.32,39
7605,SW0051,Infinite Echo 51,Series,Comedy,Korean,2022-03-05,2026-03-01,India,Asia,True,Standard,Smart Tv,59,4,6,15489,74177,0.812,5.7,196.61,48
7606,SW0088,Broken Summer,Movie,Thriller,English,2022-07-15,2026-02-01,Canada,North America,True,Ad-Supported,Mobile,140,0,1,38772,64462,0.713,6.5,693.33,43
7607,SW0001,Midnight Promise,Series,Animation,Portuguese,2025-07-10,2026-04-01,South Africa,Africa,False,Ad-Supported,Game Console,44,3,12,9916,51730,0.593,7.3,163.38,9
7608,SW0087,Silent Signal,Series,Animation,Spanish,2022-03-14,2026-01-01,Canada,North America,False,Standard,Mobile,26,1,7,25003,49851,0.657,6.6,303.26,46
7609,SW0104,Hidden Fire 104,Movie,Documentary,Hindi,2023-12-13,2026-03-01,Japan,Asia,False,Standard,Mobile,90,0,1,8957,8647,0.644,7.0,105.39,27
7610,SW0180,Second Summer 180,Movie,Comedy,English,2025-04-08,2026-01-01,Nigeria,Africa,False,Premium,Smart Tv,138,0,1,20510,33619,0.713,7.5,298.92,9
7612,SW0011,Midnight Witness,Series,Romance,English,2022-06-08,2026-01-01,Japan,Asia,False,Standard,Smart Tv,36,4,6,54124,179362,0.921,6.4,628.82,43
7613,SW0176,Electric Kingdom 176,Movie,Action,English,2023-03-18,2026-05-01,India,Asia,True,Ad-Supported,Smart Tv,119,0,1,51770,81530,0.794,7.3,849.94,38
7614,SW0057,Broken Fire,Movie,Crime,English,2022-12-03,2026-01-01,United States,North America,True,Ad-Supported,Game Console,114,0,1,74017,135007,0.96,7.3,1409.3,37
7615,SW0151,Second Signal 151,Movie,Action,Spanish,2024-04-23,2026-03-01,India,Asia,False,Standard,Web,114,0,1,38214,60308,0.831,6.0,415.32,23
7616,SW0150,Broken Signal 150,Series,Drama,German,2025-03-01,2026-06-01,United States,North America,True,Premium,Mobile,45,2,9,83669,359766,0.637,7.7,1374.56,15
7617,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2025-11-01,Germany,Europe,True,Premium,Smart Tv,81,0,1,93197,72787,0.579,7.1,1540.71,35
7618,SW0098,Last Summer,Series,Animation,English,2023-11-06,2026-01-01,Australia,Oceania,True,Standard,Mobile,61,4,7,7217,31198,0.607,7.5,94.29,26
7620,SW0115,Broken Pulse 115,Series,Drama,Spanish,2025-04-26,2025-11-01,Canada,North America,True,Premium,Smart Tv,48,4,7,28850,115676,0.716,6.8,498.25,7
7621,SW0124,Second Echo 124,Movie,Sci-Fi,Spanish,2022-03-25,2026-05-01,South Korea,Asia,True,Standard,Game Console,89,0,1,18131,17360,0.645,7.2,222.85,50
7622,SW0118,Wild Summer,Movie,Drama,English,2023-09-21,2025-04-01,Australia,Oceania,True,Ad-Supported,Mobile,90,0,1,13706,13375,0.651,7.7,223.16,19
7624,SW0120,Hidden Witness 120,Series,Documentary,English,2025-04-30,2025-08-01,Spain,Europe,True,Ad-Supported,Smart Tv,40,4,12,55675,330917,0.743,7.0,1027.19,4
7625,SW0053,Golden Kingdom,Series,Comedy,Hindi,2024-01-26,2026-01-01,Germany,Europe,False,Premium,Tablet,49,4,9,11446,59626,0.709,6.9,178.46,24
7626,SW0160,Silent Pulse,Movie,Drama,English,2023-11-24,2025-09-01,Mexico,Latin America,True,Standard,Smart Tv,83,0,1,26716,27322,0.739,7.3,323.32,22
7627,SW0172,Last Fire 172,Series,Animation,Korean,2022-12-27,2025-02-01,South Korea,Asia,False,Premium,Smart Tv,39,2,8,53162,223118,0.807,7.7,856.81,26
7628,SW0077,Crimson Echo 77,Series,Animation,English,2022-01-06,2025-01-01,United Kingdom,Europe,True,Standard,Mobile,29,2,7,30402,92783,0.902,7.8,355.51,36
7630,SW0087,Silent Signal,Series,Animation,Spanish,2022-03-14,2025-02-01,Germany,Europe,False,Premium,Mobile,26,1,7,45299,91538,0.666,6.7,759.5,35
7631,SW0118,Wild Summer,Movie,Drama,English,2023-09-21,2026-04-01,Spain,Europe,True,Standard,Mobile,90,0,1,35547,38357,0.719,7.6,425.4,31
7633,SW0110,Infinite Road,Movie,Animation,Japanese,2024-06-05,2025-04-01,South Korea,Asia,True,Standard,Game Console,130,0,1,39393,58095,0.681,7.0,471.65,10
7634,SW0154,Broken Echo,Movie,Comedy,English,2022-09-14,2025-07-01,Spain,Europe,True,Ad-Supported,Web,112,0,1,29972,44104,0.788,7.9,543.27,34
7635,SW0157,Northern Crown,Movie,Romance,French,2025-08-09,2026-02-01,India,Asia,True,Standard,Web,142,0,1,58361,120350,0.871,6.8,666.37,6
7636,SW0002,Wild Crown,Movie,Drama,English,2023-11-20,2025-09-01,Mexico,Latin America,True,Premium,Mobile,83,0,1,97110,68349,0.509,6.4,1702.68,22
7637,SW0120,Hidden Witness 120,Series,Documentary,English,2025-04-30,2026-05-01,India,Asia,True,Ad-Supported,Smart Tv,40,4,12,21514,153485,0.892,6.3,420.51,13
7638,SW0049,Hidden Road,Series,Thriller,Hindi,2024-09-30,2025-01-01,France,Europe,True,Ad-Supported,Smart Tv,40,2,9,109693,576312,0.876,6.2,2001.6,4
7639,SW0145,Last Road 145,Series,Comedy,Korean,2024-10-31,2025-11-01,Mexico,Latin America,False,Premium,Mobile,46,1,8,12706,58587,0.752,7.0,191.2,13
7640,SW0051,Infinite Echo 51,Series,Comedy,Korean,2022-03-05,2025-10-01,Spain,Europe,True,Standard,Smart Tv,59,4,6,7066,37555,0.901,6.2,89.57,43
7641,SW0087,Silent Signal,Series,Animation,Spanish,2022-03-14,2025-10-01,United States,North America,False,Ad-Supported,Web,26,1,7,56369,155739,0.911,8.0,944.02,43
7643,SW0053,Golden Kingdom,Series,Comedy,Hindi,2024-01-26,2025-03-01,Brazil,Latin America,False,Standard,Mobile,49,4,9,16323,98227,0.819,6.4,209.59,14
7644,SW0154,Broken Echo,Movie,Comedy,English,2022-09-14,2025-03-01,Mexico,Latin America,True,Premium,Smart Tv,112,0,1,79262,115573,0.781,6.7,1204.37,30
7645,SW0057,Broken Fire,Movie,Crime,English,2022-12-03,2026-04-01,United Kingdom,Europe,True,Ad-Supported,Mobile,114,0,1,30248,55172,0.96,6.9,587.22,40
7646,SW0103,Wild Crown 103,Series,Drama,Hindi,2022-11-28,2026-05-01,United Kingdom,Europe,True,Premium,Smart Tv,31,4,10,66841,271550,0.786,8.1,1133.59,42
7648,SW0019,Wild Echo,Series,Crime,English,2025-07-29,2026-01-01,Mexico,Latin America,False,Ad-Supported,Mobile,26,2,11,37452,128708,0.721,7.0,657.65,6
7649,SW0154,Broken Echo,Movie,Comedy,English,2022-09-14,2025-07-01,Mexico,Latin America,True,Premium,Smart Tv,112,0,1,163489,249968,0.819,7.5,2467.76,34
7650,SW0094,Northern Promise 94,Series,Drama,English,2022-04-07,2025-04-01,Brazil,Latin America,False,Standard,Mobile,55,2,11,25424,136392,0.532,6.3,305.95,36
7651,SW0131,Midnight Crown,Series,Drama,English,2024-08-30,2026-01-01,Mexico,Latin America,True,Premium,Tablet,28,2,11,6994,24190,0.674,7.3,102.23,17
7653,SW0084,Last Promise,Movie,Documentary,Korean,2023-08-20,2026-01-01,Canada,North America,True,Standard,Mobile,99,0,1,64340,60127,0.566,6.8,840.32,29
7654,SW0167,Northern Echo 167,Movie,Thriller,German,2025-09-05,2026-02-01,Brazil,Latin America,True,Premium,Game Console,135,0,1,38865,78946,0.903,6.8,624.66,5
7655,SW0118,Wild Summer,Movie,Drama,English,2023-09-21,2025-06-01,Spain,Europe,True,Premium,Web,90,0,1,80851,102148,0.842,6.7,1368.46,21
7656,SW0070,Last Fire,Movie,Comedy,Spanish,2023-06-01,2026-04-01,Japan,Asia,True,Standard,Game Console,141,0,1,2881,4600,0.68,5.3,36.38,34
7657,SW0087,Silent Signal,Series,Animation,Spanish,2022-03-14,2026-06-01,Japan,Asia,False,Standard,Smart Tv,26,1,7,29517,55028,0.615,7.4,325.18,51
7658,SW0153,Wild Crown 153,Movie,Drama,English,2024-02-05,2026-03-01,Canada,North America,False,Premium,Mobile,133,0,1,16452,20898,0.573,6.8,237.37,25
7659,SW0158,Golden Code 158,Series,Drama,Spanish,2025-04-05,2025-09-01,Mexico,Latin America,True,Standard,Web,35,1,8,94076,330814,0.754,7.3,1053.22,5
7660,SW0091,Second Kingdom,Series,Action,English,2023-08-28,2025-07-01,Mexico,Latin America,False,Standard,Smart Tv,62,4,7,29487,189353,0.888,6.5,336.31,23
7662,SW0011,Midnight Witness,Series,Romance,English,2022-06-08,2025-09-01,France,Europe,False,Standard,Mobile,36,4,6,17009,35999,0.588,7.3,223.35,39
7663,SW0069,Midnight Signal,Movie,Crime,English,2024-03-31,2025-03-01,Spain,Europe,False,Standard,Web,131,0,1,6055,9119,0.69,7.7,70.2,12
7664,SW0099,Electric Code,Movie,Comedy,Spanish,2025-04-16,2025-09-01,Mexico,Latin America,False,Standard,Game Console,110,0,1,33296,34159,0.56,7.0,381.69,5
7665,SW0089,Hidden Road 89,Movie,Comedy,English,2022-06-18,2025-12-01,France,Europe,True,Standard,Game Console,131,0,1,93861,136064,0.664,8.9,1171.55,42
7666,SW0142,Wild Promise 142,Movie,Crime,English,2023-06-22,2025-09-01,India,Asia,False,Standard,Game Console,143,0,1,75519,79477,0.442,8.3,978.79,27
7667,SW0075,Midnight Fire 75,Series,Thriller,Spanish,2023-09-14,2025-07-01,Mexico,Latin America,True,Premium,Smart Tv,39,4,11,34762,222667,0.896,8.2,592.05,22
7668,SW0094,Northern Promise 94,Series,Drama,English,2022-04-07,2025-07-01,Germany,Europe,False,Standard,Smart Tv,55,2,11,22728,180630,0.788,7.9,267.9,39
7669,SW0151,Second Signal 151,Movie,Action,Spanish,2024-04-23,2026-03-01,Nigeria,Africa,False,Standard,Smart Tv,114,0,1,10965,15151,0.727,8.2,126.04,23
7670,SW0089,Hidden Road 89,Movie,Comedy,English,2022-06-18,2025-08-01,United States,North America,True,Ad-Supported,Game Console,131,0,1,68405,143376,0.96,5.4,1160.99,38
7671,SW0010,Hidden Witness,Series,Thriller,Hindi,2023-11-30,2025-03-01,India,Asia,True,Ad-Supported,Mobile,33,3,11,64791,209043,0.533,6.8,1215.09,16
7672,SW0100,Silent Crown,Movie,Drama,English,2023-02-27,2025-01-01,Mexico,Latin America,False,Ad-Supported,Tablet,90,0,1,30465,35760,0.783,7.3,582.5,23
7673,SW0063,Electric Promise 63,Movie,Thriller,Spanish,2025-01-29,2025-09-01,United States,North America,True,Ad-Supported,Mobile,85,0,1,108793,121836,0.791,6.3,2115.97,8
7674,SW0135,Silent Summer,Series,Action,English,2025-07-12,2026-04-01,Nigeria,Africa,True,Standard,Smart Tv,47,4,7,108831,500841,0.839,7.4,1355.39,9
7675,SW0013,Silent Road,Series,Romance,Korean,2024-12-31,2026-03-01,India,Asia,True,Ad-Supported,Game Console,35,2,12,21832,139115,0.91,6.6,378.19,15
7676,SW0088,Broken Summer,Movie,Thriller,English,2022-07-15,2025-10-01,Brazil,Latin America,True,Ad-Supported,Smart Tv,140,0,1,38901,46931,0.517,7.6,717.87,39
7677,SW0106,Broken Signal 106,Movie,Comedy,Japanese,2023-07-22,2025-05-01,South Africa,Africa,True,Ad-Supported,Mobile,108,0,1,27067,30103,0.618,7.3,513.89,22
7678,SW0029,Midnight Kingdom,Movie,Comedy,English,2024-06-14,2025-09-01,France,Europe,True,Premium,Mobile,108,0,1,9010,10306,0.635,7.0,134.64,15
7680,SW0149,Golden Witness,Movie,Action,English,2023-12-26,2026-06-01,Germany,Europe,True,Ad-Supported,Smart Tv,134,0,1,26826,31875,0.532,6.9,491.75,30
7681,SW0175,Second Summer,Movie,Documentary,English,2025-12-02,2026-06-01,United States,North America,False,Ad-Supported,Tablet,137,0,1,187296,312396,0.73,8.6,3473.5,6
7682,SW0171,Hidden Crown 171,Movie,Sci-Fi,German,2023-06-09,2025-07-01,Mexico,Latin America,False,Ad-Supported,Smart Tv,140,0,1,18059,31695,0.752,7.2,322.26,25
7683,SW0047,Hidden Fire,Series,Sci-Fi,English,2023-11-26,2025-01-01,United Kingdom,Europe,False,Premium,Smart Tv,36,1,6,26075,78005,0.831,6.9,456.16,14
7684,SW0084,Last Promise,Movie,Documentary,Korean,2023-08-20,2025-05-01,Nigeria,Africa,True,Ad-Supported,Smart Tv,99,0,1,46462,38590,0.503,6.6,892.41,21
7685,SW0071,Hidden Echo,Movie,Drama,Spanish,2025-01-25,2026-06-01,Spain,Europe,False,Standard,Mobile,120,0,1,20382,34875,0.856,8.1,233.98,17
7686,SW0057,Broken Fire,Movie,Crime,English,2022-12-03,2026-06-01,Spain,Europe,True,Standard,Tablet,114,0,1,74939,84100,0.591,7.4,869.25,42
7687,SW0144,Midnight Road 144,Movie,Comedy,Portuguese,2025-08-04,2026-06-01,Germany,Europe,True,Premium,Smart Tv,140,0,1,12916,28200,0.936,7.3,188.06,10
7688,SW0006,Golden Crown,Series,Crime,Korean,2022-09-02,2026-01-01,Nigeria,Africa,True,Ad-Supported,Mobile,50,4,7,23541,119159,0.868,7.0,389.86,40
7689,SW0171,Hidden Crown 171,Movie,Sci-Fi,German,2023-06-09,2026-04-01,France,Europe,False,Standard,Smart Tv,140,0,1,13906,23086,0.712,7.6,179.51,34
7690,SW0076,Infinite Promise 76,Movie,Documentary,French,2022-03-14,2025-05-01,Canada,North America,True,Ad-Supported,Mobile,142,0,1,9236,13250,0.606,7.3,149.71,38
7691,SW0021,Midnight Echo,Movie,Documentary,Korean,2025-03-08,2025-06-01,India,Asia,True,Ad-Supported,Game Console,137,0,1,180256,373056,0.906,7.1,3455.47,3
7692,SW0177,Broken Harbor,Series,Romance,English,2023-11-16,2025-09-01,India,Asia,True,Standard,Mobile,38,3,12,13850,57142,0.543,6.9,158.04,22
7693,SW0119,Crimson Code,Movie,Crime,Korean,2022-05-16,2025-11-01,Germany,Europe,True,Standard,Web,118,0,1,4553,5206,0.581,7.7,58.06,42
7694,SW0080,Wild Promise,Series,Drama,English,2022-07-04,2026-06-01,Japan,Asia,True,Ad-Supported,Tablet,29,4,11,21202,78626,0.698,6.6,348.67,47
7695,SW0058,Broken Kingdom 58,Series,Crime,Hindi,2023-10-11,2025-11-01,South Africa,Africa,True,Ad-Supported,Smart Tv,42,1,10,22089,140327,0.908,5.5,368.42,25
7697,SW0049,Hidden Road,Series,Thriller,Hindi,2024-09-30,2025-01-01,India,Asia,True,Premium,Smart Tv,40,2,9,144728,652509,0.751,7.9,2508.21,4
7698,SW0110,Infinite Road,Movie,Animation,Japanese,2024-06-05,2026-04-01,South Korea,Asia,True,Ad-Supported,Tablet,130,0,1,18433,24537,0.614,7.7,359.63,22
7699,SW0104,Hidden Fire 104,Movie,Documentary,Hindi,2023-12-13,2025-01-01,United States,North America,False,Premium,Game Console,90,0,1,91893,82182,0.596,8.7,1477.91,13
7700,SW0036,Midnight Summer,Movie,Drama,French,2024-06-23,2025-08-01,Mexico,Latin America,False,Ad-Supported,Web,79,0,1,16067,9850,0.466,8.1,277.8,14
7701,SW0047,Hidden Fire,Series,Sci-Fi,English,2023-11-26,2026-02-01,Mexico,Latin America,False,Standard,Smart Tv,36,1,6,7235,23461,0.901,6.2,80.69,27
7702,SW0031,Golden Code,Series,Thriller,Korean,2024-04-10,2025-08-01,South Korea,Asia,False,Standard,Smart Tv,61,3,8,24261,131603,0.667,5.8,315.66,16
7703,SW0128,Midnight Kingdom 128,Movie,Animation,English,2022-02-19,2025-06-01,Spain,Europe,False,Standard,Smart Tv,141,0,1,12300,20458,0.708,7.8,155.11,40
7704,SW0025,Midnight Road,Movie,Drama,English,2025-11-30,2025-12-01,South Africa,Africa,True,Standard,Mobile,110,0,1,80297,113595,0.772,7.6,1036.75,1
7705,SW0008,Northern Pulse,Movie,Action,English,2024-02-02,2025-07-01,India,Asia,True,Ad-Supported,Mobile,79,0,1,62885,46177,0.558,7.2,1203.97,17
7706,SW0150,Broken Signal 150,Series,Drama,German,2025-03-01,2025-08-01,France,Europe,True,Ad-Supported,Web,45,2,9,123205,798368,0.96,9.1,2426.84,5
7707,SW0114,Crimson Witness 114,Movie,Crime,Spanish,2023-11-14,2026-05-01,Mexico,Latin America,True,Premium,Mobile,98,0,1,12133,15426,0.778,7.0,179.42,30
7708,SW0009,Electric Summer,Movie,Romance,English,2025-05-22,2025-12-01,United Kingdom,Europe,True,Standard,Web,106,0,1,446984,471805,0.597,6.9,5592.38,7
7709,SW0062,Last Signal 62,Movie,Thriller,Yoruba,2025-12-13,2026-04-01,Australia,Oceania,True,Standard,Mobile,131,0,1,64271,94777,0.675,6.3,737.94,4
7710,SW0027,Golden Harbor,Movie,Comedy,English,2023-06-25,2026-02-01,France,Europe,True,Premium,Web,90,0,1,73702,89056,0.806,6.5,1089.78,32
7711,SW0084,Last Promise,Movie,Documentary,Korean,2023-08-20,2025-09-01,United States,North America,True,Ad-Supported,Mobile,99,0,1,52690,64817,0.746,8.8,1041.8,25
7712,SW0135,Silent Summer,Series,Action,English,2025-07-12,2025-11-01,South Korea,Asia,True,Ad-Supported,Web,47,4,7,194748,901129,0.844,7.4,3314.94,4
7713,SW0042,Electric Promise,Series,Drama,English,2024-09-23,2026-04-01,United States,North America,True,Standard,Smart Tv,25,2,9,17981,50365,0.747,6.1,230.47,19
7714,SW0033,Crimson Echo,Series,Action,Korean,2023-02-20,2026-01-01,South Africa,Africa,True,Premium,Web,50,2,10,14992,110579,0.885,7.7,240.09,35
7715,SW0152,Infinite Summer,Series,Romance,English,2025-01-20,2025-02-01,Australia,Oceania,False,Premium,Smart Tv,42,3,10,66103,378411,0.818,7.9,1016.63,1
7716,SW0134,Midnight Crown 134,Movie,Comedy,English,2022-11-04,2026-02-01,Germany,Europe,True,Ad-Supported,Smart Tv,136,0,1,21693,31805,0.647,6.9,386.94,39
7717,SW0158,Golden Code 158,Series,Drama,Spanish,2025-04-05,2026-01-01,United Kingdom,Europe,True,Standard,Mobile,35,1,8,65265,191466,0.629,6.8,714.14,9
7718,SW0110,Infinite Road,Movie,Animation,Japanese,2024-06-05,2026-06-01,Australia,Oceania,True,Ad-Supported,Smart Tv,130,0,1,20202,36124,0.825,6.1,352.53,24
7720,SW0006,Golden Crown,Series,Crime,Korean,2022-09-02,2025-06-01,United Kingdom,Europe,True,Ad-Supported,Smart Tv,50,4,7,110656,323831,0.502,8.4,1989.07,33
7721,SW0159,Silent Signal 159,Movie,Romance,English,2025-01-13,2025-12-01,Japan,Asia,True,Standard,Smart Tv,81,0,1,18880,18420,0.723,8.2,205.22,11
7722,SW0033,Crimson Echo,Series,Action,Korean,2023-02-20,2025-06-01,United Kingdom,Europe,True,Standard,Mobile,50,2,10,10806,46431,0.516,7.0,120.65,28
7724,SW0134,Midnight Crown 134,Movie,Comedy,English,2022-11-04,2025-11-01,Canada,North America,True,Ad-Supported,Mobile,136,0,1,41428,70112,0.747,6.9,779.18,36
7725,SW0135,Silent Summer,Series,Action,English,2025-07-12,2026-04-01,Mexico,Latin America,True,Ad-Supported,Tablet,47,4,7,89457,327665,0.668,6.5,1543.88,9
7727,SW0003,Hidden Crown,Series,Documentary,English,2025-01-23,2026-02-01,Germany,Europe,True,Standard,Smart Tv,36,4,11,18676,99100,0.804,6.9,211.56,13
7728,SW0094,Northern Promise 94,Series,Drama,English,2022-04-07,2026-01-01,India,Asia,False,Ad-Supported,Mobile,55,2,11,13966,119775,0.851,7.9,256.55,45
7729,SW0020,Hidden Pulse,Movie,Action,English,2024-03-08,2025-03-01,Mexico,Latin America,True,Ad-Supported,Mobile,99,0,1,51468,54477,0.641,7.7,915.85,12
7731,SW0057,Broken Fire,Movie,Crime,English,2022-12-03,2025-07-01,India,Asia,True,Standard,Mobile,114,0,1,65720,64362,0.515,8.0,757.32,31
7732,SW0167,Northern Echo 167,Movie,Thriller,German,2025-09-05,2025-11-01,Brazil,Latin America,True,Premium,Mobile,135,0,1,109127,153490,0.625,7.8,1808.48,2
7733,SW0084,Last Promise,Movie,Documentary,Korean,2023-08-20,2026-04-01,Brazil,Latin America,True,Ad-Supported,Smart Tv,99,0,1,44301,48780,0.667,7.6,799.9,32
7737,SW0139,Second Signal 139,Series,Crime,Portuguese,2024-09-14,2025-08-01,Brazil,Latin America,True,Premium,Smart Tv,29,2,10,111601,280991,0.521,7.5,1660.5,11
7738,SW0180,Second Summer 180,Movie,Comedy,English,2025-04-08,2026-02-01,Australia,Oceania,False,Standard,Mobile,138,0,1,18160,34594,0.828,6.8,214.54,10
7739,SW0160,Silent Pulse,Movie,Drama,English,2023-11-24,2026-03-01,Australia,Oceania,True,Premium,Smart Tv,83,0,1,11325,13481,0.861,7.9,197.3,28
7740,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2025-06-01,Brazil,Latin America,True,Standard,Mobile,81,0,1,81356,72935,0.664,8.3,951.84,30
7741,SW0130,Hidden Summer 130,Movie,Drama,English,2024-11-25,2026-02-01,Australia,Oceania,True,Ad-Supported,Web,103,0,1,24588,28545,0.676,7.0,435.77,15
7742,SW0080,Wild Promise,Series,Drama,English,2022-07-04,2025-05-01,Brazil,Latin America,True,Standard,Smart Tv,29,4,11,90042,403216,0.842,7.9,1101.5,34
7743,SW0089,Hidden Road 89,Movie,Comedy,English,2022-06-18,2025-10-01,South Korea,Asia,True,Standard,Web,131,0,1,95238,170056,0.818,7.7,1167.48,40
7744,SW0017,Second Fire,Series,Documentary,Japanese,2022-02-01,2025-09-01,India,Asia,False,Premium,Smart Tv,24,3,7,33735,70791,0.749,6.5,564.7,43
7745,SW0160,Silent Pulse,Movie,Drama,English,2023-11-24,2026-05-01,South Korea,Asia,True,Premium,Mobile,83,0,1,19276,13485,0.506,6.6,328.72,30
7746,SW0078,Second Echo,Movie,Drama,Hindi,2024-09-14,2026-05-01,Mexico,Latin America,True,Ad-Supported,Smart Tv,94,0,1,41872,49532,0.755,7.5,757.59,20
7747,SW0126,Electric Kingdom 126,Movie,Action,Spanish,2023-04-26,2025-02-01,Mexico,Latin America,True,Ad-Supported,Web,107,0,1,20921,24177,0.648,7.4,404.05,22
7748,SW0053,Golden Kingdom,Series,Comedy,Hindi,2024-01-26,2026-03-01,India,Asia,False,Ad-Supported,Game Console,49,4,9,52452,279629,0.725,6.6,855.01,26
7749,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2025-06-01,Brazil,Latin America,True,Standard,Game Console,81,0,1,44177,39433,0.661,6.5,501.06,30
7750,SW0139,Second Signal 139,Series,Crime,Portuguese,2024-09-14,2025-02-01,Brazil,Latin America,True,Ad-Supported,Smart Tv,29,2,10,130186,531727,0.845,7.9,2257.65,5
7752,SW0104,Hidden Fire 104,Movie,Documentary,Hindi,2023-12-13,2026-06-01,Germany,Europe,False,Ad-Supported,Smart Tv,90,0,1,55862,61505,0.734,6.7,991.43,30
7753,SW0176,Electric Kingdom 176,Movie,Action,English,2023-03-18,2025-06-01,India,Asia,True,Premium,Mobile,119,0,1,41146,56514,0.693,8.0,596.51,27
7754,SW0030,Last Road,Movie,Sci-Fi,German,2023-09-01,2025-06-01,Mexico,Latin America,True,Ad-Supported,Smart Tv,140,0,1,28016,49769,0.761,5.7,537.41,21
7755,SW0138,Midnight Kingdom 138,Movie,Action,English,2025-05-09,2025-11-01,Brazil,Latin America,True,Ad-Supported,Smart Tv,108,0,1,54486,55927,0.57,7.8,1073.15,6
7756,SW0159,Silent Signal 159,Movie,Romance,English,2025-01-13,2025-02-01,Australia,Oceania,True,Standard,Smart Tv,81,0,1,34688,35839,0.765,6.6,381.65,1
7757,SW0050,Northern Harbor,Series,Animation,German,2022-04-09,2025-05-01,India,Asia,False,Standard,Smart Tv,42,3,9,31946,170405,0.847,7.1,385.65,37
7758,SW0031,Golden Code,Series,Thriller,Korean,2024-04-10,2025-11-01,United Kingdom,Europe,False,Ad-Supported,Smart Tv,61,3,8,44750,303126,0.833,6.8,794.21,19
7761,SW0110,Infinite Road,Movie,Animation,Japanese,2024-06-05,2025-03-01,Spain,Europe,True,Premium,Smart Tv,130,0,1,50382,64634,0.592,9.1,837.12,9
7762,SW0167,Northern Echo 167,Movie,Thriller,German,2025-09-05,2026-01-01,Germany,Europe,True,Premium,Web,135,0,1,46573,66349,0.633,6.3,796.0,4
7763,SW0053,Golden Kingdom,Series,Comedy,Hindi,2024-01-26,2025-08-01,France,Europe,False,Premium,Game Console,49,4,9,33508,161079,0.654,6.9,506.2,19
7764,SW0083,Silent Witness 83,Movie,Thriller,English,2024-06-20,2026-03-01,Australia,Oceania,True,Premium,Mobile,85,0,1,16462,16201,0.695,6.9,280.79,21
