row_id,content_id,title,content_type,genre,original_language,release_date,report_month,country,region,available_globally,subscription_tier,primary_device,runtime_minutes,season_count,episode_count,views,hours_viewed,completion_rate,user_rating,estimated_revenue_usd
9461,SW0172,Last Fire 172,Series,Animation,Korean,2022-12-27,2026-06-01,United Kingdom,Europe,No,Standard,Smart TV,39,2,8,90165,411314,0.877,7.3,1115.87
9462,SW0160,Silent Pulse,Movie,Drama,English,2023-11-24,2025-03-01,Germany,Europe,Yes,Standard,Smart TV,83,0,1,22136,18342,0.599,7.3,255.33
9463,SW0054,Golden Code 54,Series,Comedy,English,2022-08-11,2026-06-01,Brazil,Latin America,Yes,Standard,Smart TV,51,4,12,46070,336642,0.716,5.1,510.33
9464,SW0148,Crimson Road,Series,Crime,Spanish,2024-10-24,2025-10-01,Brazil,Latin America,Yes,Standard,Mobile,22,3,9,34960,84593,0.733,7.1,432.74
9465,SW0057,Broken Fire,Movie,Crime,English,2022-12-03,2026-05-01,Nigeria,Africa,Yes,Ad-Supported,Web,114,0,1,43114,51478,0.628,6.8,787.62
9466,SW0016,Last Harbor,Series,Thriller,Portuguese,2022-04-30,2025-02-01,Nigeria,Africa,Yes,Standard,Smart TV,23,2,10,11671,27727,0.62,7.3,141.09
9467,SW0143,Midnight Pulse,Series,Action,Korean,2025-07-10,2025-04-01,Spain,Europe,No,Standard,Mobile,57,1,10,33959,266077,0.825,6.5,433.59
9468,SW0147,Silent Road 147,Series,Comedy,English,2024-09-29,2025-02-01,India,Asia,No,Standard,Mobile,54,4,9,60949,367361,0.744,8.2,744.33
9469,SW0126,Electric Kingdom 126,Movie,Action,Spanish,2023-04-26,2025-07-01,United States,North America,Yes,Ad-Supported,Tablet,107,0,1,35970,50154,0.782,6.4,690.48
9470,SW0098,Last Summer,Series,Animation,English,2023-11-06,2025-03-01,Germany,Europe,Yes,Standard,Mobile,61,4,7,22275,129007,0.814,7.9,291.83
9471,SW0146,Hidden Kingdom 146,Movie,Comedy,English,2024-05-13,2025-08-01,Nigeria,Africa,No,Premium,Mobile,110,0,1,5771,9254,0.875,6.7,90.88
9472,SW0084,Last Promise,Movie,Documentary,Korean,2023-08-20,2025-12-01,INDIA,Asia,Yes,Standard,Mobile,99,0,1,47435,70912,0.906,7.3,554.96
9473,SW0179,Silent Kingdom,Series,Drama,Hindi,2024-03-19,2026-06-01,Canada,North America,Yes,Standard,Tablet,55,4,7,3855,18564,0.75,5.5,45.83
9474,SW0150,Broken Signal 150,Series,Drama,German,2025-03-01,2025-04-01,Mexico,Latin America,Yes,Premium,Tablet,45,2,9,60528,330788,0.81,8.3,874.63
9475,SW0057,Broken Fire,Movie,Crime,English,2022-12-03,2026-03-01,United Kingdom,Europe,Yes,Premium,Smart TV,114,0,1,7539,9350,0.653,8.1,110.17
9476,SW0032,Last Pulse,Series,Crime,Korean,2025-05-11,2025-08-01,United States,North America,Yes,Standard,Smart TV,49,1,12,150542,949885,0.644,5.6,1888.14
9477,SW0036,Midnight Summer,Movie,Drama,French,2024-06-23,2026-01-01,United Kingdom,Europe,No,Premium,Web,79,0,1,19302,15915,0.626,7.6,303.96
9478,SW0057,Broken Fire,Movie,Crime,English,2022-12-03,2025-02-01,Spain,Europe,Yes,Standard,Game Console,114,0,1,60852,91617,0.792,6.8,698.39
9479,SW0125,Second Signal,Movie,Drama,English,2022-10-27,2025-04-01,Japan,Asia,No,Standard,Web,133,0,1,21318,33619,0.711,7.6,262.04
9480,SW0004,Last Kingdom,Movie,Thriller,English,2024-11-13,2025-12-01,Brazil,Latin America,Yes,Ad-Supported,Smart TV,113,0,1,23877,34777,0.773,5.8,464.77
9481,SW0143,Midnight Pulse,Series,Action,Korean,2025-07-10,2025-10-01,India,Asia,No,Ad-Supported,Smart TV,57,1,10,90633,602587,0.7,7.1,1560.66
9482,SW0130,Hidden Summer 130,Movie,Drama,English,2024-11-25,2026-02-01,Japan,Asia,Yes,Standard,Web,103,0,1,88654,129293,0.85,6.8,981.16
9483,SW0084,Last Promise,Movie,Documentary,Korean,2023-08-20,2025-05-01,India,Asia,Yes,Ad-Supported,Smart TV,99,0,1,48996,40568,0.502,8.4,918.47
9484,SW0010,Hidden Witness,Series,Thriller,Hindi,2023-11-30,2025-10-01,Brazil,Latin America,Yes,Ad-Supported,Web,33,3,11,38631,198251,0.848,7.4,718.03
9485,SW0112,Silent Code,Movie,Thriller,English,2022-12-24,2025-08-01,Australia,Oceania,No,Premium,Mobile,123,0,1,24516,33715,0.671,7.6,353.31
9486,SW0057,Broken Fire,Movie,Crime,English,2022-12-03,2026-02-01,Brazil,Latin America,Yes,Standard,Web,114,0,1,62509,88849,0.748,5.7,772.97
9487,SW0069,Midnight Signal,Movie,Crime,English,2024-03-31,2025-10-01,United States,North America,No,Premium,Smart TV,131,0,1,51542,81868,0.728,6.9,743.21
9488,SW0112,Silent Code,Movie,Thriller,English,2022-12-24,2025-12-01,Australia,Oceania,No,Premium,Game Console,123,0,1,17411,24907,0.698,6.2,274.16
9489,SW0134,Midnight Crown 134,Movie,Comedy,English,2022-11-04,2026-01-01,Germany,Europe,Yes,Standard,Smart TV,136,0,1,24267,37009,0.673,7.4,306.95
9490,SW0106,Broken Signal 106,Movie,Comedy,Japanese,2023-07-22,2025-02-01,India,Asia,Yes,Standard,Mobile,108,0,1,31535,32616,0.575,6.7,365.65
9491,SW0080,Wild Promise,Series,Drama,English,2022-07-04,2025-12-01,South Korea,Asia,Yes,Standard,Smart TV,29,4,11,74264,264067,0.669,6.9,953.25
9492,SW0090,Silent Promise,Series,Crime,English,2024-09-10,2026-04-01,United Kingdom,Europe,No,Ad-Supported,Game Console,51,4,7,13594,70830,0.876,6.6,234.45
9493,SW0135,Silent Summer,Series,Action,English,2025-07-12,2026-04-01,India,Asia,Yes,Standard,Smart TV,47,4,7,88873,345868,0.71,7.1,1020.35
9494,SW0171,Hidden Crown 171,Movie,Sci-Fi,German,2023-06-09,2025-04-01,United States,North America,No,Ad-Supported,Smart TV,140,0,1,20395,30567,0.642,6.6,333.5
9495,SW0054,Golden Code 54,Series,Comedy,English,2022-08-11,2025-03-01,United States,North America,Yes,Premium,Web,51,4,12,15650,127079,0.796,7.0,273.55
9496,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2025-06-01,India,Asia,Yes,Standard,Mobile,93,0,1,140026,181101,0.834,7.4,1779.24
9497,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2025-06-01,Spain,Europe,Yes,Ad-Supported,Smart TV,93,0,1,78892,103001,0.842,7.8,1404.18
9498,SW0085,Midnight Code,Series,Crime,German,2023-01-22,2025-05-01,Brazil,Latin America,Yes,Standard,Game Console,40,3,6,28883,92208,0.798,7.3,364.61
9499,SW0149,Golden Witness,Movie,Action,English,2023-12-26,2025-03-01,Australia,Oceania,Yes,Standard,Smart TV,134,0,1,38854,63287,0.729,6.8,443.35
9500,SW0144,Midnight Road 144,Movie,Comedy,Portuguese,2025-08-04,2026-03-01,Canada,North America,Yes,Standard,Game Console,140,0,1,58588,95540,0.699,8.0,706.94
9501,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2025-01-01,Brazil,Latin America,Yes,Ad-Supported,Mobile,93,0,1,41163,34964,0.548,7.3,698.82
9502,SW0066,Silent Witness,Series,Romance,Portuguese,2024-10-07,2026-04-01,South Korea,Asia,Yes,Standard,Mobile,45,1,8,10592,39268,0.618,5.1,139.61
9503,SW0075,Midnight Fire 75,Series,Thriller,Spanish,2023-09-14,2025-01-01,India,Asia,Yes,Ad-Supported,Smart TV,39,4,11,85477,424060,0.694,8.2,1416.61
9504,SW0089,Hidden Road 89,Movie,Comedy,English,2022-06-18,2026-04-01,South Korea,Asia,Yes,Standard,Smart TV,131,0,1,30026,49017,0.748,7.2,366.9
9505,SW0171,Hidden Crown 171,Movie,Sci-Fi,German,2023-06-09,2025-04-01,Spain,Europe,No,Ad-Supported,Smart TV,140,0,1,8792,15624,0.762,6.1,167.63
9506,SW0115,Broken Pulse 115,Series,Drama,Spanish,2025-04-26,2025-01-01,India,Asia,Yes,Ad-Supported,Smart TV,48,4,7,165656,571202,0.616,8.1,2731.88
9507,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2026-03-01,Germany,Europe,Yes,Standard,Smart TV,93,0,1,83328,85304,0.66,7.8,939.34
9508,SW0172,Last Fire 172,Series,Animation,Korean,2022-12-27,2025-02-01,Spain,Europe,No,Premium,Mobile,39,2,8,63979,156775,0.471,7.9,993.3
9509,SW0114,Crimson Witness 114,Movie,Crime,Spanish,2023-11-14,2025-02-01,Germany,Europe,Yes,Standard,Smart TV,98,0,1,10146,12482,0.753,8.4,133.21
9510,SW0089,Hidden Road 89,Movie,Comedy,English,2022-06-18,2026-05-01,Japan,Asia,Yes,Premium,Smart TV,131,0,1,41693,57735,0.634,7.1,640.83
9511,SW0043,Broken Crown 43,Series,Comedy,Hindi,2023-09-28,2026-02-01,India,Asia,Yes,Premium,Smart TV,53,4,9,24992,162804,0.819,6.9,421.67
9512,SW0091,Second Kingdom,Series,Action,English,2023-08-28,2026-06-01,France,Europe,No,Standard,Tablet,62,4,7,16131,109490,0.938,7.0,206.34
9513,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2026-02-01,United Kingdom,Europe,Yes,Ad-Supported,Smart TV,93,0,1,62937,77122,0.791,6.7,1167.35
9514,SW0150,Broken Signal 150,Series,Drama,German,2025-03-01,2025-02-01,Germany,Europe,Yes,Ad-Supported,Mobile,45,2,9,171342,748540,0.647,7.0,3155.43
9515,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2026-04-01,Spain,Europe,Yes,Ad-Supported,Smart TV,93,0,1,56512,71011,0.811,7.8,937.7
9516,SW0094,Northern Promise 94,Series,Drama,English,2022-04-07,2025-04-01,Mexico,Latin America,No,Ad-Supported,Tablet,55,2,11,52337,361282,0.685,6.4,856.03
9517,SW0121,Infinite Pulse,Series,Romance,French,2024-01-02,2025-04-01,Spain,Europe,Yes,Ad-Supported,Mobile,24,3,12,24608,88460,0.749,7.5,455.1
9518,SW0124,Second Echo 124,Movie,Sci-Fi,Spanish,2022-03-25,2025-04-01,Mexico,Latin America,Yes,Standard,Game Console,89,0,1,19924,22954,0.777,7.3,233.44
9519,SW0013,Silent Road,Series,Romance,Korean,2024-12-31,2025-09-01,Australia,Oceania,Yes,Ad-Supported,Game Console,35,2,12,37641,191880,0.728,6.3,616.77
9520,SW0173,Northern Witness 173,Series,Animation,English,2022-09-17,2025-03-01,Australia,Oceania,No,Standard,Smart TV,51,2,6,15326,59584,0.762,5.9,182.84
9521,SW0133,Northern Summer 133,Movie,Thriller,French,2022-09-10,2026-04-01,Brazil,Latin America,Yes,Standard,Smart TV,143,0,1,11846,21950,0.777,6.1,137.53
9522,SW0115,Broken Pulse 115,Series,Drama,Spanish,2025-04-26,2025-01-01,Canada,North America,Yes,Ad-Supported,Web,48,4,7,160407,659381,0.734,8.0,2995.58
9523,SW0079,Northern Promise 79,Movie,Sci-Fi,English,2025-09-11,2026-01-01,South Africa,Africa,No,Standard,Web,105,0,1,89796,96891,0.617,8.7,1111.5
9524,SW0098,Last Summer,Series,Animation,English,2023-11-06,2025-09-01,India,Asia,Yes,Premium,Web,61,4,7,15948,103242,0.91,6.4,264.81
9525,SW0087,Silent Signal,Series,Animation,Spanish,2022-03-14,2025-06-01,France,Europe,No,Ad-Supported,Mobile,26,1,7,20362,49167,0.796,6.9,383.16
9526,SW0112,Silent Code,Movie,Thriller,English,2022-12-24,2025-12-01,Nigeria,Africa,No,Premium,Web,123,0,1,17302,25053,0.706,7.2,264.49
9527,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2025-02-01,Germany,Europe,Yes,Standard,Game Console,93,0,1,86599,81841,0.61,8.2,1005.2
9528,SW0151,Second Signal 151,Movie,Action,Spanish,2024-04-23,2025-02-01,Germany,Europe,No,Premium,Game Console,114,0,1,59049,95817,0.854,8.2,871.63
9529,SW0102,Hidden Pulse 102,Movie,Drama,Japanese,2023-10-10,2025-12-01,France,Europe,Yes,Ad-Supported,Mobile,87,0,1,10352,12588,0.839,7.7,182.94
9530,SW0092,Crimson Promise,Series,Romance,English,2025-06-17,2026-01-01,United States,North America,No,Ad-Supported,Game Console,27,1,12,212224,1064645,0.929,7.5,3446.55
9531,SW0163,Midnight Fire 163,Series,Animation,English,2025-10-14,2025-08-01,Spain,Europe,No,Standard,Smart TV,55,4,9,330525,1852243,0.679,7.5,4065.79
9532,SW0023,Electric Fire,Movie,Romance,English,2023-02-18,2025-06-01,United Kingdom,Europe,No,Premium,Smart TV,113,0,1,12700,12112,0.506,6.7,212.15
9533,SW0109,Crimson Kingdom 109,Movie,Documentary,Hindi,2024-08-18,2025-12-01,United Kingdom,Europe,No,Standard,Game Console,136,0,1,58425,79437,0.6,8.1,651.75
9534,SW0075,Midnight Fire 75,Series,Thriller,Spanish,2023-09-14,2026-06-01,South Korea,Asia,Yes,Ad-Supported,Smart TV,39,4,11,45376,294685,0.908,,874.89
9535,SW0077,Crimson Echo 77,Series,Animation,English,2022-01-06,2025-05-01,Australia,Oceania,Yes,Standard,Mobile,29,2,7,14084,31994,0.671,6.8,179.46
9536,SW0047,Hidden Fire,Series,Sci-Fi,English,2023-11-26,2026-04-01,Mexico,Latin America,No,Ad-Supported,Mobile,36,1,6,20592,61624,0.831,7.2,382.86
9537,SW0152,Infinite Summer,Series,Romance,English,2025-01-20,2025-04-01,Brazil,Latin America,No,Premium,Mobile,42,3,10,75660,354485,0.669,6.6,1222.28
9538,SW0048,Broken Pulse,Series,Comedy,Spanish,2025-12-12,2025-08-01,Nigeria,Africa,Yes,Standard,Web,62,1,10,33177,259207,0.756,7.5,385.19
9539,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2025-10-01,Mexico,Latin America,Yes,Premium,Mobile,93,0,1,40152,21105,0.339,6.8,619.62
9540,SW0093,Northern Summer 93,Movie,Thriller,Korean,2025-04-26,2025-11-01,United States,North America,Yes,Standard,Smart TV,84,0,1,87263,96494,0.79,6.6,1107.52
9541,SW0135,Silent Summer,Series,Action,English,2025-07-12,2026-05-01,United States,North America,Yes,Standard,Smart TV,47,4,7,533764,2365956,0.808,7.6,6609.25
9542,SW0109,Crimson Kingdom 109,Movie,Documentary,Hindi,2024-08-18,2025-06-01,Japan,Asia,No,Premium,Web,136,0,1,67687,130727,0.852,7.1,1019.47
9543,SW0089,Hidden Road 89,Movie,Comedy,English,2022-06-18,2026-03-01,Australia,Oceania,Yes,Ad-Supported,Smart TV,131,0,1,55916,114713,0.94,6.8,1032.88
9544,SW0044,Northern Summer,Series,Comedy,English,2022-11-05,2025-08-01,Germany,Europe,No,Standard,Smart TV,38,4,9,4253,18092,0.746,6.7,47.39
9545,SW0014,Midnight Witness 14,Movie,Comedy,Spanish,2023-11-06,2026-01-01,Nigeria,Africa,Yes,Ad-Supported,Web,91,0,1,6677,5683,0.561,7.1,110.44
9546,SW0092,Crimson Promise,Series,Romance,English,2025-06-17,2026-05-01,India,Asia,No,Standard,Mobile,27,1,12,31559,160170,0.94,7.3,390.28
9547,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2025-02-01,Brazil,Latin America,Yes,Premium,Mobile,93,0,1,80679,87454,0.699,8.5,1197.51
9548,SW0084,Last Promise,Movie,Documentary,Korean,2023-08-20,2025-05-01,Japan,Asia,Yes,Standard,Web,99,0,1,30082,47649,0.96,7.6,356.32
9549,SW0143,Midnight Pulse,Series,Action,Korean,2025-07-10,2025-02-01,United States,North America,No,Standard,Game Console,57,1,10,613344,3872755,0.665,7.8,7568.65
9550,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2025-11-01,Spain,Europe,Yes,Standard,Smart TV,93,0,1,61380,82701,0.869,7.2,790.45
9551,SW0063,Electric Promise 63,Movie,Thriller,Spanish,2025-01-29,2025-12-01,India,Asia,Yes,Standard,Web,85,0,1,59322,61035,0.726,6.4,754.4
9552,SW0151,Second Signal 151,Movie,Action,Spanish,2024-04-23,2025-10-01,Brazil,Latin America,No,Ad-Supported,Smart TV,114,0,1,39349,44421,0.594,8.2,688.8
9553,SW0043,Broken Crown 43,Series,Comedy,Hindi,2023-09-28,2025-06-01,Nigeria,Africa,Yes,Standard,Tablet,53,4,9,18130,116336,0.807,7.5,217.44
9554,SW0150,Broken Signal 150,Series,Drama,German,2025-03-01,2025-08-01,Nigeria,Africa,Yes,Premium,Mobile,45,2,9,38714,106771,0.409,7.9,605.56
9555,SW0092,Crimson Promise,Series,Romance,English,2025-06-17,2025-04-01,South Africa,Africa,No,Ad-Supported,Tablet,27,1,12,67293,270998,0.746,7.5,1310.19
9556,SW0082,Electric Fire 82,Series,Romance,English,2024-11-25,2025-10-01,South Korea,Asia,No,Standard,Smart TV,40,2,11,20972,123623,0.804,7.8,246.17
9557,SW0091,Second Kingdom,Series,Action,English,2023-08-28,2026-02-01,India,Asia,No,Ad-Supported,Smart TV,62,4,7,8782,51082,0.804,6.6,158.47
9558,SW0015,Hidden Witness 15,Movie,Comedy,Korean,2025-09-21,2025-12-01,France,Europe,Yes,Standard,Web,113,0,1,44993,63847,0.753,7.7,487.94
9559,SW0064,Broken Road,Series,Comedy,English,2025-07-17,2026-06-01,United States,North America,Yes,Premium,Smart TV,47,4,7,110019,338850,0.562,7.5,1635.78
9560,SW0092,Crimson Promise,Series,Romance,English,2025-06-17,2025-10-01,Spain,Europe,No,Premium,Mobile,27,1,12,28147,129602,0.853,7.1,446.49
9561,SW0057,Broken Fire,Movie,Crime,English,2022-12-03,2025-09-01,Mexico,Latin America,Yes,Standard,Game Console,114,0,1,63695,83366,0.689,7.2,720.64
9562,SW0062,Last Signal 62,Movie,Thriller,Yoruba,2025-12-13,2025-06-01,India,Asia,Yes,Standard,Mobile,131,0,1,86423,126136,0.668,6.7,1028.06
9563,SW0052,Golden Echo,Series,Romance,English,2022-10-05,2026-06-01,Mexico,Latin America,No,Premium,Mobile,61,3,11,11084,68780,0.555,5.9,167.0
9564,SW0134,Midnight Crown 134,Movie,Comedy,English,2022-11-04,2026-06-01,Nigeria,Africa,Yes,Ad-Supported,Mobile,136,0,1,27485,46151,0.741,6.4,476.94
9565,SW0087,Silent Signal,Series,Animation,Spanish,2022-03-14,2026-03-01,Mexico,Latin America,No,Ad-Supported,Smart TV,26,1,7,26522,75062,0.933,6.8,446.36
9566,SW0131,Midnight Crown,Series,Drama,English,2024-08-30,2025-10-01,South Africa,Africa,Yes,Ad-Supported,Smart TV,28,2,11,15285,56335,0.718,7.5,256.51
9567,SW0062,Last Signal 62,Movie,Thriller,Yoruba,2025-12-13,2025-04-01,South Africa,Africa,Yes,Ad-Supported,Tablet,131,0,1,198586,320485,0.739,7.3,3548.44
9568,SW0010,Hidden Witness,Series,Thriller,Hindi,2023-11-30,2026-04-01,Germany,Europe,Yes,Standard,Game Console,33,3,11,47402,248265,0.866,7.7,519.64
9569,SW0147,Silent Road 147,Series,Comedy,English,2024-09-29,2025-03-01,United States,North America,No,Ad-Supported,Smart TV,54,4,9,57271,333476,0.719,6.5,929.84
9570,SW0079,Northern Promise 79,Movie,Sci-Fi,English,2025-09-11,2026-04-01,Spain,Europe,No,Premium,Smart TV,105,0,1,36308,37426,0.589,6.9,569.07
9571,SW0154,Broken Echo,Movie,Comedy,English,2022-09-14,2025-08-01,United Kingdom,Europe,Yes,Premium,Smart TV,112,0,1,146232,198702,0.728,7.5,2570.34
9572,SW0084,Last Promise,Movie,Documentary,Korean,2023-08-20,2025-11-01,South Korea,Asia,Yes,Standard,Smart TV,99,0,1,75815,63078,0.504,7.5,939.92
9573,SW0025,Midnight Road,Movie,Drama,English,2025-11-30,2025-02-01,Spain,Europe,Yes,Ad-Supported,Smart TV,110,0,1,56369,70285,0.68,8.1,1098.88
9574,SW0175,Second Summer,Movie,Documentary,English,2025-12-02,2026-02-01,United States,North America,No,Premium,Mobile,137,0,1,1039603,2278809,0.96,8.0,14977.18
9575,SW0015,Hidden Witness 15,Movie,Comedy,Korean,2025-09-21,2026-01-01,Nigeria,Africa,Yes,Ad-Supported,Smart TV,113,0,1,77731,85321,0.583,7.0,1348.76
9576,SW0002,Wild Crown,Movie,Drama,English,2023-11-20,2026-04-01,India,Asia,Yes,Standard,Smart TV,83,0,1,47968,48668,0.733,7.7,581.48
9577,SW0088,Broken Summer,Movie,Thriller,English,2022-07-15,2025-11-01,Nigeria,Africa,Yes,Ad-Supported,Tablet,140,0,1,23430,50818,0.93,7.6,411.42
9578,SW0069,Midnight Signal,Movie,Crime,English,2024-03-31,2025-02-01,Germany,Europe,No,Premium,Mobile,131,0,1,9570,14036,0.672,6.7,151.35
9579,SW0141,Silent Signal 141,Series,Thriller,Spanish,2025-08-12,2025-04-01,Brazil,Latin America,No,Premium,Smart TV,37,4,6,33464,102222,0.826,6.7,497.39
9580,SW0056,Midnight Summer 56,Movie,Action,German,2024-12-18,2025-09-01,Mexico,Latin America,Yes,Ad-Supported,Smart TV,139,0,1,97811,157943,0.697,6.4,1713.61
9581,SW0169,Wild Signal,Movie,Action,Yoruba,2025-07-21,2025-10-01,India,Asia,Yes,Ad-Supported,Web,124,0,1,64873,89594,0.668,6.0,1095.73
9582,SW0084,Last Promise,Movie,Documentary,Korean,2023-08-20,2026-04-01,South Korea,Asia,Yes,Standard,Web,99,0,1,12444,15632,0.761,8.2,148.74
9583,SW0154,Broken Echo,Movie,Comedy,English,2022-09-14,2026-03-01,Brazil,Latin America,Yes,Standard,Game Console,112,0,1,46789,56646,0.649,7.2,616.04
9584,SW0089,Hidden Road 89,Movie,Comedy,English,2022-06-18,2025-07-01,Spain,Europe,Yes,Standard,Smart TV,131,0,1,81013,101301,0.573,7.4,931.14
9585,SW0103,Wild Crown 103,Series,Drama,Hindi,2022-11-28,2026-04-01,Australia,Oceania,Yes,Premium,Mobile,31,4,10,16276,61963,0.737,6.7,238.89
9586,SW0049,Hidden Road,Series,Thriller,Hindi,2024-09-30,2025-06-01,South Korea,Asia,Yes,Ad-Supported,Game Console,40,2,9,84766,451181,0.887,6.3,1540.58
9587,SW0087,Silent Signal,Series,Animation,Spanish,2022-03-14,2026-05-01,United Kingdom,Europe,No,Ad-Supported,Smart TV,26,1,7,22458,44367,0.651,7.3,410.2
9588,SW0100,Silent Crown,Movie,Drama,English,2023-02-27,2025-03-01,United States,North America,No,Standard,Mobile,90,0,1,33370,24270,0.485,6.7,411.5
9589,SW0100,Silent Crown,Movie,Drama,English,2023-02-27,2026-05-01,United States,North America,No,Premium,Mobile,90,0,1,16346,18266,0.745,6.7,255.54
9590,SW0171,Hidden Crown 171,Movie,Sci-Fi,German,2023-06-09,2025-11-01,France,Europe,No,Standard,Smart TV,140,0,1,13007,22890,0.754,6.0,163.6
9591,SW0105,Hidden Witness 105,Series,Animation,Spanish,2024-06-23,2025-04-01,United States,North America,Yes,Premium,Mobile,23,2,10,60279,154672,0.669,6.6,904.85
9592,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2026-06-01,Nigeria,Africa,Yes,Standard,Mobile,93,0,1,55452,63852,0.743,7.9,652.94
9593,SW0033,Crimson Echo,Series,Action,Korean,2023-02-20,2026-01-01,United Kingdom,Europe,Yes,Ad-Supported,Mobile,50,2,10,16689,72495,0.521,8.0,280.03
9594,SW0175,Second Summer,Movie,Documentary,English,2025-12-02,2026-03-01,Brazil,Latin America,No,Standard,Mobile,137,0,1,329786,538157,0.715,7.7,4157.78
9595,SW0099,Electric Code,Movie,Comedy,Spanish,2025-04-16,2025-11-01,Germany,Europe,No,Standard,Mobile,110,0,1,55856,85672,0.837,6.7,650.81
9596,SW0056,Midnight Summer 56,Movie,Action,German,2024-12-18,2025-12-01,France,Europe,Yes,Premium,Mobile,139,0,1,48862,62684,0.554,6.9,754.69
9597,SW0114,Crimson Witness 114,Movie,Crime,Spanish,2023-11-14,2025-07-01,United States,North America,Yes,Standard,Mobile,98,0,1,20949,17971,0.525,6.3,239.96
9598,SW0162,Golden Witness 162,Movie,Crime,Japanese,2022-06-02,2025-10-01,Mexico,Latin America,No,Premium,Web,114,0,1,49362,62063,0.662,6.3,839.15
9599,SW0006,Golden Crown,Series,Crime,Korean,2022-09-02,2026-01-01,Germany,Europe,Yes,Standard,Mobile,50,4,7,64966,286628,0.756,9.1,732.62
9600,SW0110,Infinite Road,Movie,Animation,Japanese,2024-06-05,2025-11-01,Spain,Europe,Yes,Premium,Web,130,0,1,38136,52733,0.638,5.7,615.02
9601,SW0095,Electric Kingdom,Movie,Documentary,English,2023-11-04,2026-06-01,India,Asia,Yes,Ad-Supported,Smart TV,78,0,1,28025,24543,0.674,7.1,471.97
9602,SW0168,Northern Kingdom,Movie,Thriller,Japanese,2023-11-24,2026-06-01,Brazil,Latin America,Yes,Ad-Supported,Tablet,140,0,1,13248,23766,0.769,5.6,219.16
9603,SW0011,Midnight Witness,Series,Romance,English,2022-06-08,2025-11-01,Nigeria,Africa,No,Ad-Supported,Mobile,36,4,6,29697,75067,0.702,8.4,576.32
9604,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2025-11-01,France,Europe,Yes,Ad-Supported,Smart TV,93,0,1,57976,76443,0.851,7.8,1142.96
9605,SW0019,Wild Echo,Series,Crime,English,2025-07-29,2026-04-01,Spain,Europe,No,Ad-Supported,Smart TV,26,2,11,29553,101245,0.719,7.4,541.99
9606,SW0006,Golden Crown,Series,Crime,Korean,2022-09-02,2026-01-01,Spain,Europe,Yes,Standard,Mobile,50,4,7,47565,187940,0.677,7.5,607.69
9607,SW0009,Electric Summer,Movie,Romance,English,2025-05-22,2025-11-01,Spain,Europe,Yes,Standard,Web,106,0,1,64684,93253,0.816,8.0,835.54
9608,SW0154,Broken Echo,Movie,Comedy,English,2022-09-14,2025-09-01,South Africa,Africa,Yes,Standard,Smart TV,112,0,1,19998,29232,0.783,7.7,218.05
9609,SW0172,Last Fire 172,Series,Animation,Korean,2022-12-27,2026-04-01,South Korea,Asia,No,Premium,Web,39,2,8,38158,181672,0.916,6.9,632.33
9610,SW0127,Midnight Echo 127,Movie,Action,Japanese,2023-09-10,2026-06-01,United Kingdom,Europe,Yes,Standard,Mobile,146,0,1,9032,17349,0.789,6.5,113.68
9611,SW0039,Hidden Summer,Movie,Drama,English,2025-03-06,2025-12-01,Germany,Europe,No,Ad-Supported,Smart TV,106,0,1,3728,3326,0.505,7.8,65.1
9612,SW0104,Hidden Fire 104,Movie,Documentary,Hindi,2023-12-13,2025-09-01,United States,North America,No,Premium,Game Console,90,0,1,21873,20689,0.631,7.7,351.43
9613,SW0009,Electric Summer,Movie,Romance,English,2025-05-22,2025-08-01,Nigeria,Africa,Yes,Ad-Supported,Smart TV,106,0,1,116179,130850,0.638,6.8,2214.51
9614,SW0039,Hidden Summer,Movie,Drama,English,2025-03-06,2025-08-01,India,Asia,No,Standard,Web,106,0,1,11831,13339,0.638,6.1,152.32
9615,SW0160,Silent Pulse,Movie,Drama,English,2023-11-24,2025-03-01,United Kingdom,Europe,Yes,Premium,Mobile,83,0,1,44584,39594,0.642,7.0,658.21
9616,SW0075,Midnight Fire 75,Series,Thriller,Spanish,2023-09-14,2025-04-01,United Kingdom,Europe,Yes,Standard,Mobile,39,4,11,57685,209768,0.509,7.0,752.05
9617,SW0019,Wild Echo,Series,Crime,English,2025-07-29,2026-06-01,South Korea,Asia,No,Ad-Supported,Smart TV,26,2,11,18008,77431,0.902,6.8,327.97
9618,SW0075,Midnight Fire 75,Series,Thriller,Spanish,2023-09-14,2026-05-01,United States,North America,Yes,Ad-Supported,Smart TV,39,4,11,225970,915919,0.567,8.2,4262.13
